Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2024 Field Notes Images,J2 - Survival,IMG_3087.HEIC,4,Q1: 62 | Q2: M | Q3: LA | Q4: [Blank] | Q5: [Blank] | Q6: tent / AC | Q7: 2 weeks | Q8: community / friendship,62,M,LA,[Blank],[Blank],tent / AC,2 weeks,community / friendship,,,,,,,,62,M,,Local/West,Unknown
2024 Field Notes Images,C2 - Emotions,IMG_2978.HEIC,1,"Q1: 57 | Q2: Female | Q3: Cugne, oregon | Q4: one | Q5: goy, peace, Ine, | Q6: the people, | Q7: Reding the butterfly swing with beautifil ever changing Colorful wings and music Sharing my mom's Sperist | Q8: The Sunrise",57,Female,"Cugne, oregon",one,"goy, peace, Ine,","the people,",Reding the butterfly swing with beautifil ever changing Colorful wings and music Sharing my mom's Sperist,The Sunrise,,,,,,,,57,F,,US Other,Unknown
2024 Field Notes Images,C2 - Emotions,IMG_2978.HEIC,2,"Q1: 57 | Q2: M | Q3: COLORADO | Q4: 3 | Q5: HAPPYNESS, MORNING PAST | Q6: DRAF PUNK STARE/PLAYA | Q7: FATHER FRIENDS WHO HAVE LEFT US | Q8: Community of BM.",57,M,COLORADO,3,"HAPPYNESS, MORNING PAST",DRAF PUNK STARE/PLAYA,FATHER FRIENDS WHO HAVE LEFT US,Community of BM.,,,,,,,,57,M,3,US Other,Sophomore
2024 Field Notes Images,J2 - Survival,IMG_3096.HEIC,1,"Q1: 29 Years Old | Q2: Male | Q3: Los Angeles, CA, USA | Q4: 2024 is my 1st Burning Man | Q5: 35mm Film Photography Camera | Q6: 2-1 cup | Q7: 2-4 Days on my supplies alone | Q8: Food, Water, shade, Community",29 Years Old,Male,"Los Angeles, CA, USA",2024 is my 1st Burning Man,35mm Film Photography Camera,2-1 cup,2-4 Days on my supplies alone,"Food, Water, shade, Community",,,,,,,,29,M,1,Local/West,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3096.HEIC,2,"Q1: 26 | Q2: Male | Q3: San Francisco, CA | Q4: [Illegible] | Q5: Water storage | Q6: PDK I just followed a list | Q7: 7 days? bought & fal of water | Q8: Food, water, shade, rood vibes",26,Male,"San Francisco, CA",[Illegible],Water storage,PDK I just followed a list,7 days? bought & fal of water,"Food, water, shade, rood vibes",,,,,,,,26,M,,Local/West,Unknown
2024 Field Notes Images,J2 - Survival,IMG_3096.HEIC,3,"Q1: 37 | Q2: Male | Q3: Sacramento, Ca, USA, EARTH | Q4: 1ST TIME '24 | Q5: Bike! | Q6: Duss Goggles | Q7: 5-6 | Q8: Yet to find out",37,Male,"Sacramento, Ca, USA, EARTH",1ST TIME '24,Bike!,Duss Goggles,6-May,Yet to find out,,,,,,,,37,M,1,Local/West,Virgin
2024 Field Notes Images,J2 - Survival,IMG_3096.HEIC,4,"Q1: 65 | Q2: Female | Q3: Orlando FL | Q4: 1 My First Solo Burud | Q5: Willingness to say ""Yes"" | Q6: sharp knives (small to large) | Q7: 20+ | Q8: I am a solo burner so the entire collective is my community I have learned to 'Ask for help' When I need it. Offer it where I am able",65,Female,Orlando FL,1 My First Solo Burud,"Willingness to say ""Yes""",sharp knives (small to large),20+,I am a solo burner so the entire collective is my community I have learned to 'Ask for help' When I need it. Offer it where I am able,,,,,,,,65,F,1,Local/West,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2973.HEIC,1,Q1: 42 | Q2: M | Q3: Manchester NH | Q4: 1 | Q5: Calm | Q6: Lemonade | Q7: War | Q8: Morms Sculptur,42,M,Manchester NH,1,Calm,Lemonade,War,Morms Sculptur,,,,,,,,42,M,1,US Other,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2973.HEIC,2,"Q1: 54 | Q2: F | Q3: Reno, NV | Q4: 8 | Q5: joy, happiness | Q6: pickung up this book that made me write about my emotions! | Q7: No crying this weck. | Q8: the beauty ft when it wes raining",54,F,"Reno, NV",8,"joy, happiness",pickung up this book that made me write about my emotions!,No crying this weck.,the beauty ft when it wes raining,,,,,,,,54,F,8,Local/West,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2990.HEIC,1,"Q1: 58 | Q2: Male | Q3: Atlanta, LA | Q4: Four | Q5: Rel.t | Q6: The Porta Potty | Q7: The Porta Potty | Q8: Playa at NY.",58,Male,"Atlanta, LA",Four,Rel.t,The Porta Potty,The Porta Potty,Playa at NY.,,,,,,,,58,M,,Local/West,Unknown
2024 Field Notes Images,C2 - Emotions,IMG_2990.HEIC,2,Q1: 32 | Q2: Female | Q3: Reno | Q4: 2 | Q5: All emotions | Q6: A camp name | Q7: Getting in my head cutien on acid | Q8: A very unsafe picce of art,32,Female,Reno,2,All emotions,A camp name,Getting in my head cutien on acid,A very unsafe picce of art,,,,,,,,32,F,2,Local/West,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2991.HEIC,1,Q1: 27 | Q2: Male | Q3: Cologne | Q4: Only Once | Q5: Wonder and Astonishment | Q6: My Neighbour Bill | Q7: The stress | Q8: The fact that this even exists,27,Male,Cologne,Only Once,Wonder and Astonishment,My Neighbour Bill,The stress,The fact that this even exists,,,,,,,,27,M,1,US Other,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2987.HEIC,1,"Q1: 30 | Q2: Mall | Q3: St Louis, MO | Q4: 3 | Q5: Loneliness, Alive, Beauty, Silliness, Authenticity | Q6: Don't think I have! | Q7: A friend= excitement to see me | Q8: Just all of this",30,Mall,"St Louis, MO",3,"Loneliness, Alive, Beauty, Silliness, Authenticity",Don't think I have!,A friend= excitement to see me,Just all of this,,,,,,,,30,O,3,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2987.HEIC,2,Q1: 44 | Q2: M | Q3: Portland OR | Q4: 12 | Q5: ALL | Q6: None | Q7: None | Q8: Some stuff,44,M,Portland OR,12,ALL,None,None,Some stuff,,,,,,,,44,M,12,Local/West,Elder
2024 Field Notes Images,C2 - Emotions,IMG_2986.HEIC,1,Q1: 21 | Q2: Female | Q3: LA | Q4: 1 | Q5: why not the whole spectrum | Q6: myself | Q7: myself | Q8: myself,21,Female,LA,1,why not the whole spectrum,myself,myself,myself,,,,,,,,21,F,1,Local/West,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2986.HEIC,2,"Q1: 52 | Q2: F | Q3: Pismo Beach, CA | Q4: 2 | Q5: Joy | Q6: Beingets | Q7: Joy | Q8: people",52,F,"Pismo Beach, CA",2,Joy,Beingets,Joy,people,,,,,,,,52,F,2,Local/West,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2986.HEIC,3,Q1: 47 | Q2: M | Q3:  | Q4: 3 | Q5: Joy | Q6: ping pong | Q7: nothing | Q8: people,47,M,,3,Joy,ping pong,nothing,people,,,,,,,,47,M,3,Unknown,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2986.HEIC,4,"Q1: 39 | Q2: Male | Q3: Ibiza, Spain | Q4: 6 | Q5: Impressed, joy, freedom | Q6: A man dressed as a horse, carrying a women in his trolley | Q7: nothing | Q8: people's creativity",39,Male,"Ibiza, Spain",6,"Impressed, joy, freedom","A man dressed as a horse, carrying a women in his trolley",nothing,people's creativity,,,,,,,,39,M,6,US Other,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2971.HEIC,1,"Q1: 24 | Q2: male | Q3: I reside in grass Valley | Q4: I have only been in 2024 | Q5: I experience relaxation, Freedom, and adventure, happiness | Q6: I rode my bike through a dust tornado | Q7: I have not cried got this week but I was quite anxious leading up to the event | Q8: Seeing so many people working and building such unique creations",24,male,I reside in grass Valley,I have only been in 2024,"I experience relaxation, Freedom, and adventure, happiness",I rode my bike through a dust tornado,I have not cried got this week but I was quite anxious leading up to the event,Seeing so many people working and building such unique creations,,,,,,,,24,M,2024,US Other,Elder
2024 Field Notes Images,C2 - Emotions,IMG_2984.HEIC,1,"Q1: 24 | Q2: female | Q3: San Jose | Q4: 3 | Q5: happiness, freedom, Solitude | Q6: getting called my dads offspring | Q7: difference of opinions within the family | Q8: the musical chairs on esplanade",24,female,San Jose,3,"happiness, freedom, Solitude",getting called my dads offspring,difference of opinions within the family,the musical chairs on esplanade,,,,,,,,24,F,3,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2972.HEIC,1,"Q1: 71 Yrs. | Q2: Male | Q3: Pelos, New Mexico, USA | Q4: 5 BIG BURNS, 2 REGIONALS | Q5: LOVE FROM OUR COMMUNITY INSPIRATION FROM OUR CREATIVITY CONFIDENCE FROM THE ENERGY OF THE RESORT | Q6: SEREN DIPIM | Q7: THE PASSING OF A FRIENDS FATHER | Q8: MILKY WAY CLEAR NIGHTS",71 Yrs.,Male,"Pelos, New Mexico, USA","5 BIG BURNS, 2 REGIONALS",LOVE FROM OUR COMMUNITY INSPIRATION FROM OUR CREATIVITY CONFIDENCE FROM THE ENERGY OF THE RESORT,SEREN DIPIM,THE PASSING OF A FRIENDS FATHER,MILKY WAY CLEAR NIGHTS,,,,,,,,71,M,5,US Other,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2972.HEIC,2,"Q1: 34 | Q2: F | Q3: Denver, Co | Q4: My first time | Q5: Ave. Seeing that collective efforts can do. | Q6: Twister on the wall | Q7: Thankfully not yet | Q8: Wonder how some people can be so creative.",34,F,"Denver, Co",My first time,Ave. Seeing that collective efforts can do.,Twister on the wall,Thankfully not yet,Wonder how some people can be so creative.,,,,,,,,34,F,1,Local/West,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2988.HEIC,1,Q1: 39 | Q2: Male | Q3: Phoenix Az | Q4: 2 | Q5: Joy/passion/love | Q6: Naked bike gang | Q7: Thinking of my Brother | Q8: The Griz mystery Prone Show,39,Male,Phoenix Az,2,Joy/passion/love,Naked bike gang,Thinking of my Brother,The Griz mystery Prone Show,,,,,,,,39,M,2,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2988.HEIC,2,"Q1: 43 | Q2: male | Q3: SF, CA | Q4: 1 | Q5: elation, connection, acceptance sorrow, regret at loss of brother (temye vijit) self conclousness, peace, confidence optimism | Q6: ploot sweatreer, winning a camp game | Q7: remembri wishing I had done more / Gad him | Q8: the ethos, the art, the people",43,male,"SF, CA",1,"elation, connection, acceptance sorrow, regret at loss of brother (temye vijit) self conclousness, peace, confidence optimism","ploot sweatreer, winning a camp game",remembri wishing I had done more / Gad him,"the ethos, the art, the people",,,,,,,,43,M,1,Local/West,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2992.HEIC,1,"Q1: 39 | Q2: male | Q3: SL, UT | Q4: 1 | Q5: pain, despair, love, thirst, Happiness, love, hunger, awe, love, thirst, sobriets, drunkencess, sloppy, love | Q6: Art | Q7: Art | Q8: Art",39,male,"SL, UT",1,"pain, despair, love, thirst, Happiness, love, hunger, awe, love, thirst, sobriets, drunkencess, sloppy, love",Art,Art,Art,,,,,,,,39,M,1,US Other,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2985.HEIC,1,"Q1: 34 | Q2: Female | Q3: Reno, NU | Q4: 10 years | Q5: Comfort, excitement, Happiness, exploration | Q6: My wife | Q7: Loss in the default world | Q8: Seeing a new piece of art that I can Climb, explore, and Play with",34,Female,"Reno, NU",10 years,"Comfort, excitement, Happiness, exploration",My wife,Loss in the default world,"Seeing a new piece of art that I can Climb, explore, and Play with",,,,,,,,34,F,10,Local/West,Elder
2024 Field Notes Images,C2 - Emotions,IMG_2970.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,C2 - Emotions,IMG_2989.HEIC,1,"Q1: 32 | Q2: female | Q3: Philadelphia | Q4: I time | Q5: awe, happy, grateft, enspired, frustrated, annoyed, hopeful, wonder, amazement, elated | Q6: people being silly at ice camp (antic Buy ice place) | Q7: have not osied | Q8: buring in deep playa at night",32,female,Philadelphia,I time,"awe, happy, grateft, enspired, frustrated, annoyed, hopeful, wonder, amazement, elated",people being silly at ice camp (antic Buy ice place),have not osied,buring in deep playa at night,,,,,,,,32,F,,Local/West,Unknown
2024 Field Notes Images,C2 - Emotions,IMG_2989.HEIC,2,"Q1: 36 | Q2: CD Male | Q3: Rio de Janeiro, Brazil | Q4: 7 times | Q5: Deep emotional | Q6: My bestie make me laugh with her umbrella hot.",36,CD Male,"Rio de Janeiro, Brazil",7 times,Deep emotional,My bestie make me laugh with her umbrella hot.,,,,,,,,,,36,O,7,International,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2983.HEIC,1,"Q1: 39 | Q2: Maleish | Q3: Sacramento | Q4: [Blank] | Q5: S.Content, love, Joy, Reliet, sadress | Q6: You | Q7: temple | Q8: ART.",39,Maleish,Sacramento,[Blank],"S.Content, love, Joy, Reliet, sadress",You,temple,ART.,,,,,,,,39,O,,US Other,Unknown
2024 Field Notes Images,F3 - Costumes,IMG_2867.HEIC,1,Q1: 31 | Q2: Female | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: [Blank] | Q7: [Blank],31,Female,[Blank],[Blank],[Blank],[Blank],[Blank],,,,,,,,,31,F,,Local/West,Unknown
2024 Field Notes Images,F3 - Costumes,IMG_2892.HEIC,1,"Q1: 31 | Q2: F | Q3: Toronto | Q4: 3 | Q5: yes, I'm a cosplayer and I enjoy the costumes a lot | Q6: I plan my outfits and my camp usually joins me | Q7: It helps we connect with people because they talk to me about my costumes",31,F,Toronto,3,"yes, I'm a cosplayer and I enjoy the costumes a lot",I plan my outfits and my camp usually joins me,It helps we connect with people because they talk to me about my costumes,,,,,,,,,31,F,3,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2977.HEIC,1,"Q1: 36 years old | Q2: I am female | Q3: I travel full time but originally from maine. | Q4: This is my first time! | Q5: Happiness, awe, joy, peace, relaxation | Q6: Stories from new friends | Q7: I have not cried this week yet but I am going to the Temple so I bet that will Change. | Q8: The amount of creativity is just insane and inspiring! Also the inclusitivity is wonderful to see.",36 years old,I am female,I travel full time but originally from maine.,This is my first time!,"Happiness, awe, joy, peace, relaxation",Stories from new friends,I have not cried this week yet but I am going to the Temple so I bet that will Change.,The amount of creativity is just insane and inspiring! Also the inclusitivity is wonderful to see.,,,,,,,,36,O,1,US Other,Virgin
2024 Field Notes Images,F3 - Costumes,IMG_2884.HEIC,1,Q1: 20! | Q2: Female | Q3: Santa Cruz (UCSC) but from NJ! | Q4: this is my 2nd time! | Q5: Hell yea! I wear nothing. Be I can't get awaz will it in the real world. | Q6: I bring a dick load of options - many scarves and fasties. | Q7: I guess so.,20!,Female,Santa Cruz (UCSC) but from NJ!,this is my 2nd time!,Hell yea! I wear nothing. Be I can't get awaz will it in the real world.,I bring a dick load of options - many scarves and fasties.,I guess so.,,,,,,,,,20,F,2,US Other,Sophomore
2024 Field Notes Images,F3 - Costumes,IMG_2884.HEIC,2,"Q1: 49 | Q2: Male | Q3: Calgary, Alberta, Canada | Q4: 6 | Q5: Yes, because I like to try different flavours of life. | Q6: I bring all the things and decide the spot except on theme days. | Q7: Yes",49,Male,"Calgary, Alberta, Canada",6,"Yes, because I like to try different flavours of life.",I bring all the things and decide the spot except on theme days.,Yes,,,,,,,,,49,M,6,Local/West,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2982.HEIC,1,Q1: 50 | Q2: MALR | Q3: VEGAS BABY! | Q4: 4 | Q5: ALL OF THEM | Q6: MY DISORGANIZED CAMP PULLING OFF AMAZING THINGS | Q7: A CANDLE VIGIL TO CUR CAMP LEADS MOTHER PASSING RECENTLY | Q8: THE RAIN CLOUDS AT SUNSET ON THE MOUNTAINS TO THE WEST,50,MALR,VEGAS BABY!,4,ALL OF THEM,MY DISORGANIZED CAMP PULLING OFF AMAZING THINGS,A CANDLE VIGIL TO CUR CAMP LEADS MOTHER PASSING RECENTLY,THE RAIN CLOUDS AT SUNSET ON THE MOUNTAINS TO THE WEST,,,,,,,,50,O,4,US Other,Veteran
2024 Field Notes Images,C2 - Emotions,IMG_2982.HEIC,2,"Q1: 33y.o | Q2: Female | Q3: Sacramento, CA | Q4: First time baby! | Q5: Excitement, nervous, joy, laughter, safety | Q6: A wierd gnome cartoon that said ""I just recieved a telepathic message that there is a sck girl in the palace in Italy!"" | Q7: the temple and leaving my father's Photo there. | Q8: The art!",33y.o,Female,"Sacramento, CA",First time baby!,"Excitement, nervous, joy, laughter, safety","A wierd gnome cartoon that said ""I just recieved a telepathic message that there is a sck girl in the palace in Italy!""",the temple and leaving my father's Photo there.,The art!,,,,,,,,33,F,1,Local/West,Virgin
2024 Field Notes Images,F3 - Costumes,IMG_2888.HEIC,1,"Q1: 34 | Q2: Female | Q3: Los Angeles, CA | Q4: Four | Q5: Yes, radical self expression | Q6: I Bring options and decide on playa | Q7: Yes. You're perceived differently depending on what you wear. sometimes I Dress up and get a lot of attention other times I prefer to blend/not staral out/beas sparkly. I don't change personas, though I'mstill me, no matter what I wear.",34,Female,"Los Angeles, CA",Four,"Yes, radical self expression",I Bring options and decide on playa,"Yes. You're perceived differently depending on what you wear. sometimes I Dress up and get a lot of attention other times I prefer to blend/not staral out/beas sparkly. I don't change personas, though I'mstill me, no matter what I wear.",,,,,,,,,34,F,,Local/West,Unknown
2024 Field Notes Images,F3 - Costumes,IMG_2871.HEIC,1,"Q1: 34 | Q2: Non-binary | Q3: UT WA | Q4: 1st time! | Q5: yes, radical expression! | Q6: wanting to showcase ""hidden"" balic aspects of myself in public, Personifying, Parts of myself symbolically through Costume | Q7: Yes! It can bring amusement, wonder, light-heartedney to the interaction. Curiosity!",34,Non-binary,UT WA,1st time!,"yes, radical expression!","wanting to showcase ""hidden"" balic aspects of myself in public, Personifying, Parts of myself symbolically through Costume","Yes! It can bring amusement, wonder, light-heartedney to the interaction. Curiosity!",,,,,,,,,34,NB,1,US Other,Virgin
2024 Field Notes Images,F3 - Costumes,IMG_2871.HEIC,2,Q1: 36 | Q2: F | Q3: NYC | Q4: 3 | Q5: Y | Q6: my mood as planning | Q7: Yes I like when This Compliment me & they hopine me,36,F,NYC,3,Y,my mood as planning,Yes I like when This Compliment me & they hopine me,,,,,,,,,36,F,3,US Other,Sophomore
2024 Field Notes Images,C2 - Emotions,IMG_2976.HEIC,1,"Q1: 34 | Q2: FEMALE | Q3: Lisbon, Portugal | Q4: 1, yeah this is my 1st B | Q5: Onateful & belonging & Lucky to be part of. & Blessed I loved | Q6: A uk quy saying a Ponougurde! Skutcuce out of context. Unexpectedly funny. | Q7: I haveult, so far, but Sometime findness Makes me emohonally cry | Q8: Ride o bike in BRC, for sure",34,FEMALE,"Lisbon, Portugal","1, yeah this is my 1st B",Onateful & belonging & Lucky to be part of. & Blessed I loved,A uk quy saying a Ponougurde! Skutcuce out of context. Unexpectedly funny.,"I haveult, so far, but Sometime findness Makes me emohonally cry","Ride o bike in BRC, for sure",,,,,,,,34,F,1,US Other,Virgin
2024 Field Notes Images,C2 - Emotions,IMG_2976.HEIC,2,"Q1: 37 | Q2: Mine | Q3: Boston, MA | Q4: 1st, My list + me | Q5: Contantress | Q6: seusme of the costumes we ser people wearry siday, | Q7: I hwen't since Childhood, operiny up more as I aye | Q8: The entive Burney Mom event & the level of detail people huve put in tu Ceating their sculpury.",37,Mine,"Boston, MA","1st, My list + me",Contantress,"seusme of the costumes we ser people wearry siday,","I hwen't since Childhood, operiny up more as I aye",The entive Burney Mom event & the level of detail people huve put in tu Ceating their sculpury.,,,,,,,,37,O,1,US Other,Virgin
2024 Field Notes Images,F3 - Costumes,IMG_2885.HEIC,1,Q1: 63 | Q2: mode | Q3: Tokyo Japus | Q4: 11 | Q5: Oscom Nen desind My Bung Me | Q6: My Burny Mom Dress is | Q7: Mapa Many people say me,63,mode,Tokyo Japus,11,Oscom Nen desind My Bung Me,My Burny Mom Dress is,Mapa Many people say me,,,,,,,,,63,O,11,US Other,Elder
